maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00883,SR-00883,EQ-0070,Wheel Loader,25T Class Wheel Loader,SITE-01,2022-04-06,Inspection,High,2413,Hydraulic Hose,Low pilot pressure,travel function loses power on incline,internal cylinder leakage,replaced damaged seal kit and performed leak test,Cooler gasket set,TECH-0779,5.29,4.52,57853.66,3702.7,61556.36,Completed
MR-00884,SR-00884,EQ-0183,Hydraulic Excavator,30T Class Excavator,SITE-01,2024-02-03,Corrective,Medium,16344,Hydraulic Pump,Restricted flow,hydraulic oil appears contaminated,restricted hydraulic line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pilot filter,TECH-0448,3.96,0.25,23560.7,3879.1,27439.8,Completed
MR-00885,SR-00885,EQ-0092,Wheel Loader,25T Class Wheel Loader,SITE-06,2022-04-25,Inspection,High,11295,Boom Cylinder,Pump wear,travel function loses power on incline,high oil temperature,replaced damaged seal kit and performed leak test,Hydraulic line fittings,TECH-0159,11.64,3.36,4601.22,10576.42,15177.64,Completed - Monitor
MR-00886,SR-00886,EQ-0229,Wheel Loader,25T Class Wheel Loader,SITE-03,2026-04-01,Inspection,High,2125,Hydraulic Line,Internal leakage,pump noise increases during operation,internal cylinder leakage,replaced restricted hydraulic filter and checked contamination source,Pilot filter,TECH-0549,8.3,6.18,26768.55,5487.77,32256.32,Completed
MR-00887,SR-00887,EQ-0008,Hydraulic Excavator,20T Class Excavator,SITE-08,2023-07-09,Preventive,Medium,7858,Hydraulic Tank,Overheating,hydraulic flow is low at operating temperature,restricted return filter,inspected valve spool movement and cleaned the valve assembly,Pilot filter,TECH-0946,15.12,4.33,54272.48,15618.3,69890.78,Completed - Monitor
MR-00888,SR-00888,EQ-0063,Hydraulic Excavator,45T Class Excavator,SITE-01,2025-08-13,Preventive,Medium,7996,Boom Cylinder,Low pilot pressure,arm movement slow after hydraulic oil warms,worn pump components,inspected suction line for air ingress and corrected the connection,Pilot filter,TECH-0077,5.77,6.89,711.45,4931.35,5642.8,Completed
MR-00889,SR-00889,EQ-0048,Hydraulic Excavator,30T Class Excavator,SITE-08,2024-09-21,Condition-Based,Medium,5209,Hydraulic Tank,Overheating,hydraulic flow is low at operating temperature,degraded hydraulic fluid,"drained contaminated oil, flushed circuit and refilled with filtered oil",Accumulator charging kit,TECH-0152,8.05,3.4,54920.31,3644.29,58564.6,Completed
MR-00890,SR-00890,EQ-0142,Hydraulic Excavator,45T Class Excavator,SITE-05,2024-01-26,Corrective,Medium,6743,Hydraulic Filter,Pump wear,reduced digging force,air entering suction line,tested pilot pressure and inspected pilot circuit,Hydraulic line fittings,TECH-0212,1.58,9.89,57521.2,1523.18,59044.38,Completed
MR-00891,SR-00891,EQ-0040,Crawler Dozer,35T Class Dozer,SITE-04,2023-01-05,Corrective,Medium,4588,Hydraulic Tank,Pump wear,pilot pressure below expected range,degraded hydraulic fluid,inspected suction line for air ingress and corrected the connection,Cylinder seal kit,TECH-0482,10.48,3.06,48173.03,9233.44,57406.47,Completed
MR-00892,SR-00892,EQ-0199,Hydraulic Excavator,30T Class Excavator,SITE-03,2024-10-01,Preventive,High,5756,Engine Cooling System,Cooler restriction,travel function loses power on incline,air entering suction line,checked pressure and flow at operating temperature,Return filter element,TECH-0021,1.93,0.25,51206.64,1318.37,52525.01,Completed
MR-00893,SR-00893,EQ-0187,Wheel Loader,25T Class Wheel Loader,SITE-04,2024-06-05,Corrective,Low,4438,Swing Motor,Oil contamination,hydraulic response is jerky,damaged cylinder seal,checked pump output and inspected for internal leakage,Valve O-rings,TECH-0087,3.11,1.2,2833.6,1466.19,4299.79,Completed
MR-00894,SR-00894,EQ-0131,Wheel Loader,20T Class Wheel Loader,SITE-01,2024-04-01,Inspection,Medium,8991,Hydraulic Filter,Air ingress,hydraulic flow is low at operating temperature,damaged hydraulic hose,inspected suction line for air ingress and corrected the connection,Cooler gasket set,TECH-0790,0.76,5.54,32349.98,641.74,32991.72,Completed
MR-00895,SR-00895,EQ-0202,Crawler Dozer,25T Class Dozer,SITE-08,2023-12-16,Corrective,Medium,10116,Hydraulic Line,Cylinder seal wear,hydraulic response is jerky,high oil temperature,checked pressure and flow at operating temperature,Hydraulic oil,TECH-0946,15.03,4.56,32181.53,10170.73,42352.26,Completed
MR-00896,SR-00896,EQ-0165,Wheel Loader,25T Class Wheel Loader,SITE-03,2025-06-22,Condition-Based,Medium,7838,Hydraulic Pump,Overheating,arm movement slow after hydraulic oil warms,degraded hydraulic fluid,inspected suction line for air ingress and corrected the connection,Accumulator charging kit,TECH-0584,14.61,3.62,45097.73,8236.92,53334.65,Completed
MR-00897,SR-00897,EQ-0029,Hydraulic Excavator,20T Class Excavator,SITE-01,2023-04-28,Inspection,Low,14464,Arm Cylinder,Overheating,boom movement slow under load,restricted hydraulic line,replaced restricted hydraulic filter and checked contamination source,Pilot filter,TECH-0845,8.83,3.19,13142.8,6095.47,19238.27,Closed
MR-00898,SR-00898,EQ-0123,Crawler Dozer,25T Class Dozer,SITE-06,2025-02-24,Corrective,Medium,18163,Swing Motor,Oil contamination,reduced digging force,high oil temperature,checked pressure and flow at operating temperature,Return filter element,TECH-0978,14.81,8.2,64420.74,15949.73,80370.47,Completed
MR-00899,SR-00899,EQ-0059,Hydraulic Excavator,35T Class Excavator,SITE-01,2026-03-24,Preventive,High,11769,Hydraulic Tank,Overheating,travel function loses power on incline,worn pump components,replaced damaged hose and pressure-tested the circuit,Pilot filter,TECH-0016,5.33,0.8,48730.6,4184.77,52915.37,Completed - Monitor
MR-00900,SR-00900,EQ-0081,Backhoe Loader,4WD Backhoe Loader,SITE-07,2026-05-12,Corrective,Medium,7024,Pilot Valve,Restricted flow,visible oil leak near hydraulic line,high oil temperature,inspected valve spool movement and cleaned the valve assembly,No replacement part,TECH-0191,9.03,5.28,26735.5,9551.03,36286.53,Completed
MR-00901,SR-00901,EQ-0208,Hydraulic Excavator,45T Class Excavator,SITE-08,2023-05-27,Preventive,Low,12837,Engine Cooling System,Cylinder seal wear,visible oil leak near hydraulic line,loss of accumulator pre-charge,replaced damaged seal kit and performed leak test,No replacement part,TECH-0548,14.02,2.9,30856.56,12586.55,43443.11,Completed - Monitor
MR-00902,SR-00902,EQ-0098,Hydraulic Excavator,30T Class Excavator,SITE-08,2024-03-01,Corrective,Low,16717,Engine Cooling System,External leakage,boom movement slow under load,restricted hydraulic line,replaced restricted hydraulic filter and checked contamination source,No replacement part,TECH-0895,7.09,0.55,64064.69,5391.19,69455.88,Completed - Monitor
MR-00903,SR-00903,EQ-0202,Crawler Dozer,25T Class Dozer,SITE-08,2024-03-02,Corrective,High,9887,Accumulator,Filter blockage,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,replaced restricted hydraulic filter and checked contamination source,Accumulator charging kit,TECH-0824,15.85,6.01,9605.88,8597.5,18203.38,Follow-up Required
MR-00904,SR-00904,EQ-0046,Hydraulic Excavator,20T Class Excavator,SITE-08,2022-03-08,Preventive,High,13209,Swing Motor,Overheating,pilot pressure below expected range,restricted hydraulic line,inspected suction line for air ingress and corrected the connection,Pilot filter,TECH-0960,9.18,0.25,5743.3,4770.18,10513.48,Closed
MR-00905,SR-00905,EQ-0230,Motor Grader,16M Class Grader,SITE-07,2023-10-26,Corrective,High,6178,Bucket Cylinder,Overheating,pilot pressure below expected range,internal cylinder leakage,inspected hydraulic circuit and isolated the affected component,Cylinder seal kit,TECH-0121,12.97,2.7,49897.38,13338.74,63236.12,Completed
MR-00906,SR-00906,EQ-0083,Wheel Loader,20T Class Wheel Loader,SITE-04,2024-03-09,Preventive,Medium,9805,Accumulator,Restricted flow,hydraulic flow is low at operating temperature,damaged cylinder seal,inspected suction line for air ingress and corrected the connection,Accumulator charging kit,TECH-0142,15.68,3.99,44161.41,12835.86,56997.27,Closed
MR-00907,SR-00907,EQ-0111,Crawler Dozer,25T Class Dozer,SITE-02,2024-10-19,Corrective,Low,17320,Hydraulic Line,Pump wear,hydraulic oil temperature rises during continuous operation,restricted return filter,replaced restricted hydraulic filter and checked contamination source,Pilot filter,TECH-0356,12.15,9.54,64254.2,10449.18,74703.38,Follow-up Required
MR-00908,SR-00908,EQ-0042,Hydraulic Excavator,45T Class Excavator,SITE-01,2024-09-26,Condition-Based,High,9939,Fuel System,Restricted flow,bucket cylinder leaking externally,internal cylinder leakage,replaced restricted hydraulic filter and checked contamination source,Hydraulic filter,TECH-0966,14.13,4.88,8070.31,12875.43,20945.74,Completed
MR-00909,SR-00909,EQ-0190,Hydraulic Excavator,35T Class Excavator,SITE-03,2023-06-19,Corrective,Low,10058,Engine Cooling System,Accumulator pressure loss,pilot pressure below expected range,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0785,1.97,6.71,51681.23,1590.09,53271.32,Closed
MR-00910,SR-00910,EQ-0108,Hydraulic Excavator,45T Class Excavator,SITE-03,2025-03-10,Preventive,High,18358,Bucket Cylinder,External leakage,visible oil leak near hydraulic line,blocked cooler core,cleaned cooler and verified hydraulic oil temperature,Hydraulic oil,TECH-0652,6.51,3.46,44344.48,5658.54,50003.02,Completed
MR-00911,SR-00911,EQ-0086,Crawler Dozer,35T Class Dozer,SITE-07,2026-03-19,Inspection,Low,3875,Hydraulic Line,Restricted flow,visible oil leak near hydraulic line,worn pump components,inspected suction line for air ingress and corrected the connection,Hydraulic oil,TECH-0202,4.86,7.31,907.47,3060.47,3967.94,Follow-up Required
MR-00912,SR-00912,EQ-0051,Backhoe Loader,4WD Backhoe Loader,SITE-08,2026-03-05,Condition-Based,High,14130,Bucket Cylinder,Internal leakage,hydraulic flow is low at operating temperature,contaminated hydraulic oil,cleaned cooler and verified hydraulic oil temperature,Accumulator charging kit,TECH-0686,5.41,3.16,1896.32,4764.15,6660.47,Completed
MR-00913,SR-00913,EQ-0236,Wheel Loader,20T Class Wheel Loader,SITE-07,2022-10-26,Corrective,High,12132,Main Control Valve,Pump wear,boom movement slow under load,restricted hydraulic line,inspected valve spool movement and cleaned the valve assembly,Hydraulic hose,TECH-0365,8.2,0.65,40753.21,3770.17,44523.38,Completed
MR-00914,SR-00914,EQ-0023,Wheel Loader,25T Class Wheel Loader,SITE-03,2026-01-10,Corrective,High,14554,Bucket Cylinder,Valve sticking,boom movement slow under load,restricted return filter,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0646,7.84,5.8,25547.21,5317.08,30864.29,Closed
MR-00915,SR-00915,EQ-0147,Crawler Dozer,35T Class Dozer,SITE-06,2023-09-10,Corrective,High,9162,Hydraulic Hose,Hose failure,visible oil leak near hydraulic line,worn pump components,inspected suction line for air ingress and corrected the connection,Pilot filter,TECH-0413,9.21,0.25,7703.93,8892.47,16596.4,Closed
MR-00916,SR-00916,EQ-0228,Hydraulic Excavator,35T Class Excavator,SITE-01,2024-09-13,Corrective,High,8237,Accumulator,Overheating,bucket cylinder leaking externally,degraded hydraulic fluid,inspected suction line for air ingress and corrected the connection,Hydraulic line fittings,TECH-0354,12.49,4.45,35532.25,9820.27,45352.52,Completed - Monitor
MR-00917,SR-00917,EQ-0211,Motor Grader,14M Class Grader,SITE-07,2023-08-06,Corrective,High,9338,Main Control Valve,Line restriction,filter restriction indicator activated,degraded hydraulic fluid,checked pressure and flow at operating temperature,Hydraulic filter,TECH-0984,5.95,4.29,33674.95,3800.52,37475.47,Completed
MR-00918,SR-00918,EQ-0176,Hydraulic Excavator,35T Class Excavator,SITE-08,2022-04-22,Condition-Based,Medium,14499,Hydraulic Tank,Line restriction,hydraulic response is jerky,restricted hydraulic line,replaced restricted hydraulic filter and checked contamination source,Hydraulic oil,TECH-0077,15.82,6.31,6224.41,13372.86,19597.27,Completed
MR-00919,SR-00919,EQ-0020,Wheel Loader,20T Class Wheel Loader,SITE-02,2025-12-01,Preventive,High,10206,Hydraulic Line,Accumulator pressure loss,hydraulic response is jerky,low pilot supply pressure,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0745,2.49,9.07,57320.83,1354.75,58675.58,Completed - Monitor
MR-00920,SR-00920,EQ-0160,Wheel Loader,20T Class Wheel Loader,SITE-06,2023-09-07,Preventive,High,12487,Swing Motor,Overheating,travel function loses power on incline,damaged hydraulic hose,replaced restricted hydraulic filter and checked contamination source,Pump seal kit,TECH-0446,4.28,5.32,61232.67,3466.84,64699.51,Completed - Monitor
MR-00921,SR-00921,EQ-0020,Wheel Loader,20T Class Wheel Loader,SITE-02,2026-01-04,Corrective,High,6655,Travel Motor,Low pilot pressure,pilot pressure below expected range,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0869,10.95,0.25,45568.94,8678.1,54247.04,Completed
MR-00922,SR-00922,EQ-0134,Hydraulic Excavator,20T Class Excavator,SITE-03,2022-04-24,Inspection,High,11243,Hydraulic Line,Pump wear,pump noise increases during operation,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0698,12.2,6.63,28269.26,9791.92,38061.18,Completed
MR-00923,SR-00923,EQ-0067,Hydraulic Excavator,30T Class Excavator,SITE-03,2023-12-03,Corrective,Medium,5552,Main Control Valve,Air ingress,visible oil leak near hydraulic line,damaged hydraulic hose,checked pressure and flow at operating temperature,Pilot filter,TECH-0772,13.05,2.32,3677.61,8908.19,12585.8,Closed
MR-00924,SR-00924,EQ-0173,Hydraulic Excavator,20T Class Excavator,SITE-06,2024-08-26,Corrective,High,15266,Fuel System,Line restriction,hydraulic response is jerky,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,No replacement part,TECH-0540,3.63,4.91,57889.05,1783.66,59672.71,Closed
MR-00925,SR-00925,EQ-0238,Wheel Loader,20T Class Wheel Loader,SITE-07,2025-09-28,Corrective,Medium,6691,Hydraulic Line,Oil contamination,pilot pressure below expected range,damaged cylinder seal,replaced restricted hydraulic filter and checked contamination source,Hydraulic line fittings,TECH-0144,14.04,3.54,22522.85,11244.88,33767.73,Completed
MR-00926,SR-00926,EQ-0105,Hydraulic Excavator,30T Class Excavator,SITE-03,2024-08-30,Corrective,Critical,6081,Engine Cooling System,Internal leakage,hydraulic flow is low at operating temperature,internal cylinder leakage,checked pump output and inspected for internal leakage,Cylinder seal kit,TECH-0814,10.75,2.94,27108.44,6205.99,33314.43,Completed
MR-00927,SR-00927,EQ-0178,Crawler Dozer,35T Class Dozer,SITE-04,2023-01-26,Corrective,Medium,12222,Hydraulic Filter,Valve sticking,arm movement slow after hydraulic oil warms,damaged hydraulic hose,checked pump output and inspected for internal leakage,Hydraulic oil,TECH-0967,9.23,7.13,30007.5,6001.72,36009.22,Completed
MR-00928,SR-00928,EQ-0003,Crawler Dozer,35T Class Dozer,SITE-07,2025-12-05,Inspection,Medium,3048,Hydraulic Hose,Valve sticking,pilot pressure below expected range,degraded hydraulic fluid,inspected suction line for air ingress and corrected the connection,Hydraulic filter,TECH-0745,13.28,6.8,20862.88,11212.47,32075.35,Completed - Monitor
MR-00929,SR-00929,EQ-0036,Crawler Dozer,35T Class Dozer,SITE-04,2025-05-02,Condition-Based,High,15160,Hydraulic Tank,External leakage,hydraulic response is jerky,degraded hydraulic fluid,inspected hydraulic circuit and isolated the affected component,Valve O-rings,TECH-0922,2.12,0.25,23137.18,1794.28,24931.46,Completed
MR-00930,SR-00930,EQ-0235,Hydraulic Excavator,30T Class Excavator,SITE-07,2023-03-24,Condition-Based,Critical,3487,Bucket Cylinder,Cooler restriction,pilot pressure below expected range,restricted hydraulic line,replaced damaged seal kit and performed leak test,Hydraulic oil,TECH-0117,6.6,7.0,5801.16,3603.67,9404.83,Completed
MR-00931,SR-00931,EQ-0198,Hydraulic Excavator,30T Class Excavator,SITE-03,2024-07-09,Corrective,High,17220,Bucket Cylinder,Hose failure,filter restriction indicator activated,damaged hydraulic hose,replaced damaged seal kit and performed leak test,Hydraulic line fittings,TECH-0752,2.87,1.76,1172.93,2812.03,3984.96,Completed
MR-00932,SR-00932,EQ-0186,Hydraulic Excavator,20T Class Excavator,SITE-03,2025-12-21,Corrective,High,15791,Hydraulic Hose,Filter blockage,reduced digging force,damaged hydraulic hose,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pilot filter,TECH-0186,5.66,2.26,14949.85,4233.48,19183.33,Completed
MR-00933,SR-00933,EQ-0238,Wheel Loader,20T Class Wheel Loader,SITE-07,2024-09-27,Corrective,Critical,5385,Fuel System,External leakage,bucket cylinder leaking externally,worn pump components,replaced restricted hydraulic filter and checked contamination source,Hydraulic line fittings,TECH-0634,11.4,0.25,4259.62,10269.95,14529.57,Completed
