service_id,maintenance_id,equipment_id,technician_id,service_date,service_type,service_shift,meter_reading_hours,inspection_finding,diagnostic_method,root_cause_confirmed,repair_or_service_action,part_replaced,test_after_service,service_duration_hours,downtime_hours,service_cost,next_service_due,service_status,technician_notes
SR-00884,MR-00884,EQ-0183,TECH-0448,2024-02-03,Corrective,Night,16344,Hydraulic Pump: Restricted flow; observed symptom: hydraulic oil appears contaminated.,Temperature and pressure checks,restricted hydraulic line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pilot filter,Functional test passed,3.96,0.25,27439.8,2024-04-02,Closed,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00885,MR-00885,EQ-0092,TECH-0159,2022-04-25,Inspection,Day,11295,Boom Cylinder: Pump wear; observed symptom: travel function loses power on incline.,Pressure and flow measurement,high oil temperature,replaced damaged seal kit and performed leak test,Hydraulic line fittings,Test passed; monitor during next shift,11.64,3.36,15177.64,2022-07-12,Closed,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00886,MR-00886,EQ-0229,TECH-0549,2026-04-01,Inspection,Day,2125,Hydraulic Line: Internal leakage; observed symptom: pump noise increases during operation.,Operational test under load,internal cylinder leakage,replaced restricted hydraulic filter and checked contamination source,Pilot filter,Pressure test passed,8.3,6.18,32256.32,2026-08-26,Closed - Monitor,"Technician checked Hydraulic Line, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00887,MR-00887,EQ-0008,TECH-0946,2023-07-09,Preventive,Day,7858,Hydraulic Tank: Overheating; observed symptom: hydraulic flow is low at operating temperature.,Pressure and flow measurement,restricted return filter,inspected valve spool movement and cleaned the valve assembly,Pilot filter,Leak test passed,15.12,4.33,69890.78,2023-12-17,Follow-up Required,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00888,MR-00888,EQ-0063,TECH-0077,2025-08-13,Preventive,Day,7996,Boom Cylinder: Low pilot pressure; observed symptom: arm movement slow after hydraulic oil warms.,Operational test under load,worn pump components,inspected suction line for air ingress and corrected the connection,Pilot filter,Test passed; monitor during next shift,5.77,6.89,5642.8,2026-02-10,Closed,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00889,MR-00889,EQ-0048,TECH-0152,2024-09-21,Condition-Based,Day,5209,Hydraulic Tank: Overheating; observed symptom: hydraulic flow is low at operating temperature.,Operational test under load,degraded hydraulic fluid,"drained contaminated oil, flushed circuit and refilled with filtered oil",Accumulator charging kit,Functional test passed,8.05,3.4,58564.6,2024-11-12,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00890,MR-00890,EQ-0142,TECH-0212,2024-01-26,Corrective,Night,6743,Hydraulic Filter: Pump wear; observed symptom: reduced digging force.,Operational test under load,air entering suction line,tested pilot pressure and inspected pilot circuit,Hydraulic line fittings,Leak test passed,1.58,9.89,59044.38,2024-03-01,Closed,"Technician checked Hydraulic Filter, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00891,MR-00891,EQ-0040,TECH-0482,2023-01-05,Corrective,Day,4588,Hydraulic Tank: Pump wear; observed symptom: pilot pressure below expected range.,Operational test under load,degraded hydraulic fluid,inspected suction line for air ingress and corrected the connection,Cylinder seal kit,Pressure test passed,10.48,3.06,57406.47,2023-02-06,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00892,MR-00892,EQ-0199,TECH-0021,2024-10-01,Preventive,Evening,5756,Engine Cooling System: Cooler restriction; observed symptom: travel function loses power on incline.,Temperature and pressure checks,air entering suction line,checked pressure and flow at operating temperature,Return filter element,Pressure test passed,1.93,0.25,52525.01,2025-01-27,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00893,MR-00893,EQ-0187,TECH-0087,2024-06-05,Corrective,Day,4438,Swing Motor: Oil contamination; observed symptom: hydraulic response is jerky.,Leak inspection and functional test,damaged cylinder seal,checked pump output and inspected for internal leakage,Valve O-rings,Functional test passed,3.11,1.2,4299.79,2024-09-09,Follow-up Required,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00894,MR-00894,EQ-0131,TECH-0790,2024-04-01,Inspection,Day,8991,Hydraulic Filter: Air ingress; observed symptom: hydraulic flow is low at operating temperature.,Operational test under load,damaged hydraulic hose,inspected suction line for air ingress and corrected the connection,Cooler gasket set,Pressure test passed,0.76,5.54,32991.72,2024-10-15,Closed,"Technician checked Hydraulic Filter, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00895,MR-00895,EQ-0202,TECH-0946,2023-12-16,Corrective,Day,10116,Hydraulic Line: Cylinder seal wear; observed symptom: hydraulic response is jerky.,Filter inspection and fluid condition check,high oil temperature,checked pressure and flow at operating temperature,Hydraulic oil,Leak test passed,15.03,4.56,42352.26,2024-01-15,Closed,"Technician checked Hydraulic Line, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00896,MR-00896,EQ-0165,TECH-0584,2025-06-22,Condition-Based,Day,7838,Hydraulic Pump: Overheating; observed symptom: arm movement slow after hydraulic oil warms.,Temperature and pressure checks,degraded hydraulic fluid,inspected suction line for air ingress and corrected the connection,Accumulator charging kit,Functional test passed,14.61,3.62,53334.65,2025-09-17,Closed,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00897,MR-00897,EQ-0029,TECH-0845,2023-04-28,Inspection,Night,14464,Arm Cylinder: Overheating; observed symptom: boom movement slow under load.,Filter inspection and fluid condition check,restricted hydraulic line,replaced restricted hydraulic filter and checked contamination source,Pilot filter,Test passed; monitor during next shift,8.83,3.19,19238.27,2023-10-11,Closed,"Technician checked Arm Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00898,MR-00898,EQ-0123,TECH-0978,2025-02-24,Corrective,Evening,18163,Swing Motor: Oil contamination; observed symptom: reduced digging force.,Leak inspection and functional test,high oil temperature,checked pressure and flow at operating temperature,Return filter element,Pressure test passed,14.81,8.2,80370.47,2025-05-08,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00899,MR-00899,EQ-0059,TECH-0016,2026-03-24,Preventive,Night,11769,Hydraulic Tank: Overheating; observed symptom: travel function loses power on incline.,Visual inspection and pressure test,worn pump components,replaced damaged hose and pressure-tested the circuit,Pilot filter,Test passed; monitor during next shift,5.33,0.8,52915.37,2026-08-26,Follow-up Required,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00900,MR-00900,EQ-0081,TECH-0191,2026-05-12,Corrective,Night,7024,Pilot Valve: Restricted flow; observed symptom: visible oil leak near hydraulic line.,Leak inspection and functional test,high oil temperature,inspected valve spool movement and cleaned the valve assembly,No replacement part,Test passed; monitor during next shift,9.03,5.28,36286.53,2026-10-08,Follow-up Required,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00901,MR-00901,EQ-0208,TECH-0548,2023-05-27,Preventive,Evening,12837,Engine Cooling System: Cylinder seal wear; observed symptom: visible oil leak near hydraulic line.,Visual inspection and pressure test,loss of accumulator pre-charge,replaced damaged seal kit and performed leak test,No replacement part,Pressure test passed,14.02,2.9,43443.11,2023-09-16,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00902,MR-00902,EQ-0098,TECH-0895,2024-03-01,Corrective,Evening,16717,Engine Cooling System: External leakage; observed symptom: boom movement slow under load.,Operational test under load,restricted hydraulic line,replaced restricted hydraulic filter and checked contamination source,No replacement part,Pressure test passed,7.09,0.55,69455.88,2024-07-25,Closed - Monitor,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00903,MR-00903,EQ-0202,TECH-0824,2024-03-02,Corrective,Evening,9887,Accumulator: Filter blockage; observed symptom: hydraulic oil temperature rises during continuous operation.,Visual inspection and pressure test,loss of accumulator pre-charge,replaced restricted hydraulic filter and checked contamination source,Accumulator charging kit,Operational test passed,15.85,6.01,18203.38,2024-04-30,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00904,MR-00904,EQ-0046,TECH-0960,2022-03-08,Preventive,Night,13209,Swing Motor: Overheating; observed symptom: pilot pressure below expected range.,Visual inspection and pressure test,restricted hydraulic line,inspected suction line for air ingress and corrected the connection,Pilot filter,Pressure test passed,9.18,0.25,10513.48,2022-09-15,Closed - Monitor,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00905,MR-00905,EQ-0230,TECH-0121,2023-10-26,Corrective,Day,6178,Bucket Cylinder: Overheating; observed symptom: pilot pressure below expected range.,Temperature and pressure checks,internal cylinder leakage,inspected hydraulic circuit and isolated the affected component,Cylinder seal kit,Leak test passed,12.97,2.7,63236.12,2024-03-11,Closed - Monitor,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00906,MR-00906,EQ-0083,TECH-0142,2024-03-09,Preventive,Evening,9805,Accumulator: Restricted flow; observed symptom: hydraulic flow is low at operating temperature.,Temperature and pressure checks,damaged cylinder seal,inspected suction line for air ingress and corrected the connection,Accumulator charging kit,Operational test passed,15.68,3.99,56997.27,2024-06-06,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
