service_id,maintenance_id,equipment_id,technician_id,service_date,service_type,service_shift,meter_reading_hours,inspection_finding,diagnostic_method,root_cause_confirmed,repair_or_service_action,part_replaced,test_after_service,service_duration_hours,downtime_hours,service_cost,next_service_due,service_status,technician_notes
SR-00857,MR-00857,EQ-0123,TECH-0866,2024-05-15,Corrective,Day,16193,Swing Motor: Cooler restriction; observed symptom: arm movement slow after hydraulic oil warms.,Visual inspection and pressure test,blocked cooler core,inspected hydraulic circuit and isolated affected component,Cooler gasket set,Functional test passed,11.92,11.88,60275.37,2024-11-15,Follow-up Required,"Technician checked Swing Motor, recorded reported symptom, performed required service action, and completed post-service test."
SR-00858,MR-00858,EQ-0123,TECH-0900,2024-05-15,Inspection,Day,13781,Travel Motor: Line restriction; observed symptom: hydraulic oil temperature rises during continuous operation.,Visual inspection and pressure test,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,Pressure test passed,10.08,9.76,57595.6,2024-11-15,Completed - Monitor,"Technician checked Travel Motor, recorded reported symptom, performed required service action, and completed post-service test."
SR-00859,MR-00859,EQ-0201,TECH-0852,2024-05-15,Inspection,Night,15805,Hydraulic Oil: Oil contamination; observed symptom: arm movement slow after hydraulic oil warms.,Temperature and pressure checks,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic filter,Pressure test passed,9.65,3.16,48861.94,2024-11-15,Follow-up Required,"Technician checked Hydraulic Oil, recorded reported symptom, performed required service action, and completed post-service test."
SR-00860,MR-00860,EQ-0188,TECH-0438,2024-05-15,Preventive,Day,17842,Accumulator: Valve spool binding; observed symptom: bucket cylinder leaking externally.,Temperature and pressure checks,high oil temperature,inspected hydraulic circuit and isolated affected component,Hydraulic hose,Operational test passed,7.13,9.62,38410.74,2024-11-15,Closed,"Technician checked Accumulator, recorded reported symptom, performed required service action, and completed post-service test."
SR-00861,MR-00861,EQ-0215,TECH-0189,2024-05-15,Condition-Based,Day,10953,Hydraulic Filter: Line restriction; observed symptom: pump noise increases during operation.,Temperature and pressure checks,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Valve O-rings,Functional test passed,15.96,5.99,75069.1,2024-11-15,Completed - Monitor,"Technician checked Hydraulic Filter, recorded reported symptom, performed required service action, and completed post-service test."
SR-00862,MR-00862,EQ-0209,TECH-0666,2024-05-15,Inspection,Evening,7194,Oil Cooler: Line restriction; observed symptom: arm movement slow after hydraulic oil warms.,Operational test under load,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Return filter element,Leak test passed,6.13,3.64,51986.94,2024-11-15,Closed,"Technician checked Oil Cooler, recorded reported symptom, performed required service action, and completed post-service test."
SR-00863,MR-00863,EQ-0115,TECH-0209,2024-05-15,Preventive,Day,2362,Accumulator: Filter blockage; observed symptom: hydraulic oil temperature rises during continuous operation.,Operational test under load,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,Functional test passed,4.57,10.94,32093.77,2024-11-15,Closed,"Technician checked Accumulator, recorded reported symptom, performed required service action, and completed post-service test."
SR-00864,MR-00864,EQ-0140,TECH-0551,2024-05-15,Preventive,Day,16814,Accumulator: Air ingress; observed symptom: travel function loses power on incline.,Visual inspection and pressure test,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic filter,Pressure test passed,5.53,11.18,37302.19,2024-11-15,Follow-up Required,"Technician checked Accumulator, recorded reported symptom, performed required service action, and completed post-service test."
SR-00865,MR-00865,EQ-0121,TECH-0132,2024-05-15,Preventive,Day,6610,Hydraulic Line: Filter blockage; observed symptom: arm movement slow after hydraulic oil warms.,Temperature and pressure checks,air entering suction line,replaced damaged hose and pressure-tested circuit,Hydraulic filter,Pressure test passed,4.72,9.41,65521.82,2024-11-15,Completed - Monitor,"Technician checked Hydraulic Line, recorded reported symptom, performed required service action, and completed post-service test."
SR-00866,MR-00866,EQ-0109,TECH-0208,2024-05-15,Corrective,Day,5315,Bucket Cylinder: Filter blockage; observed symptom: hydraulic flow is low at operating temperature.,Operational test under load,air entering suction line,inspected hydraulic circuit and isolated affected component,Cooler gasket set,Leak test passed,9.38,3.79,66144.63,2024-11-15,Completed,"Technician checked Bucket Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00867,MR-00867,EQ-0166,TECH-0816,2024-05-15,Inspection,Day,3857,Hydraulic Oil: Filter blockage; observed symptom: pump noise increases during operation.,Operational test under load,air entering suction line,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,Leak test passed,3.25,0.67,29645.0,2024-11-15,Completed,"Technician checked Hydraulic Oil, recorded reported symptom, performed required service action, and completed post-service test."
SR-00868,MR-00868,EQ-0225,TECH-0890,2024-05-15,Preventive,Day,11415,Arm Cylinder: Line restriction; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,Leak test passed,1.34,4.14,15744.9,2024-11-15,Completed - Monitor,"Technician checked Arm Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00869,MR-00869,EQ-0232,TECH-0416,2024-05-15,Preventive,Night,3646,Bucket Cylinder: Cylinder seal wear; observed symptom: hydraulic oil temperature rises during continuous operation.,Operational test under load,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,Functional test passed,15.62,7.92,56941.32,2024-11-15,Completed - Monitor,"Technician checked Bucket Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00870,MR-00870,EQ-0167,TECH-0540,2024-05-15,Corrective,Night,2816,Swing Motor: Pilot pressure drop; observed symptom: hydraulic flow is low at operating temperature.,Filter inspection and fluid condition check,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic oil,Functional test passed,13.69,10.55,10462.23,2024-11-15,Completed,"Technician checked Swing Motor, recorded reported symptom, performed required service action, and completed post-service test."
SR-00871,MR-00871,EQ-0181,TECH-0805,2024-05-15,Condition-Based,Night,1670,Accumulator: Pilot pressure drop; observed symptom: bucket cylinder leaking externally.,Visual inspection and pressure test,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Hydraulic oil,Pressure test passed,13.59,10.28,22474.78,2024-11-15,Follow-up Required,"Technician checked Accumulator, recorded reported symptom, performed required service action, and completed post-service test."
SR-00872,MR-00872,EQ-0120,TECH-0235,2024-05-15,Condition-Based,Day,9998,Hydraulic Line: Cylinder seal wear; observed symptom: arm movement slow after hydraulic oil warms.,Filter inspection and fluid condition check,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Cooler gasket set,Functional test passed,11.0,0.5,19292.28,2024-11-15,Completed,"Technician checked Hydraulic Line, recorded reported symptom, performed required service action, and completed post-service test."
SR-00873,MR-00873,EQ-0220,TECH-0884,2024-05-15,Preventive,Day,13591,Pilot System: Valve spool binding; observed symptom: travel function loses power on incline.,Operational test under load,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,Functional test passed,5.76,2.23,38500.2,2024-11-15,Completed - Monitor,"Technician checked Pilot System, recorded reported symptom, performed required service action, and completed post-service test."
SR-00874,MR-00874,EQ-0121,TECH-0405,2024-05-15,Preventive,Evening,9906,Hydraulic Line: Cooler restriction; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,Operational test passed,9.57,4.78,61293.22,2024-11-15,Follow-up Required,"Technician checked Hydraulic Line, recorded reported symptom, performed required service action, and completed post-service test."
SR-00875,MR-00875,EQ-0220,TECH-0930,2024-05-15,Condition-Based,Day,7431,Travel Motor: Air ingress; observed symptom: hydraulic flow is low at operating temperature.,Operational test under load,blocked cooler core,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,Leak test passed,4.53,9.86,65888.33,2024-11-15,Completed,"Technician checked Travel Motor, recorded reported symptom, performed required service action, and completed post-service test."
SR-00876,MR-00876,EQ-0105,TECH-0503,2024-05-15,Inspection,Evening,12332,Bucket Cylinder: Internal pump leakage; observed symptom: bucket cylinder leaking externally.,Filter inspection and fluid condition check,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,Functional test passed,13.71,2.98,61916.38,2024-11-15,Follow-up Required,"Technician checked Bucket Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00877,MR-00877,EQ-0157,TECH-0574,2024-05-15,Preventive,Day,16437,Hydraulic Line: Filter blockage; observed symptom: travel function loses power on incline.,Visual inspection and pressure test,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Pump seal kit,Operational test passed,3.44,4.29,53972.49,2024-11-15,Completed - Monitor,"Technician checked Hydraulic Line, recorded reported symptom, performed required service action, and completed post-service test."
SR-00878,MR-00878,EQ-0154,TECH-0541,2024-05-15,Inspection,Evening,15486,Oil Cooler: Cylinder seal wear; observed symptom: arm movement slow after hydraulic oil warms.,Filter inspection and fluid condition check,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Hydraulic oil,Functional test passed,7.48,11.6,31421.32,2024-11-15,Follow-up Required,"Technician checked Oil Cooler, recorded reported symptom, performed required service action, and completed post-service test."
SR-00879,MR-00879,EQ-0144,TECH-0235,2024-05-15,Condition-Based,Day,9627,Accumulator: Internal pump leakage; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,air entering suction line,inspected hydraulic circuit and isolated affected component,Return filter element,Pressure test passed,15.98,8.81,73670.45,2024-11-15,Follow-up Required,"Technician checked Accumulator, recorded reported symptom, performed required service action, and completed post-service test."
SR-00880,MR-00880,EQ-0215,TECH-0507,2024-05-15,Condition-Based,Evening,6877,Arm Cylinder: Accumulator pressure loss; observed symptom: arm movement slow after hydraulic oil warms.,Operational test under load,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Return filter element,Operational test passed,5.54,8.94,72893.06,2024-11-15,Completed,"Technician checked Arm Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
