maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00832,SR-00832,EQ-0214,Motor Grader,45T Class Excavator,SITE-03,2024-05-15,Preventive,Medium,1740,Travel Motor,Valve spool binding,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0922,9.53,9.16,61352.79,10199.26,71552.05,Closed
MR-00833,SR-00833,EQ-0147,Wheel Loader,25T Class Dozer,SITE-08,2024-05-15,Condition-Based,Critical,14551,Hydraulic Line,Cylinder seal wear,hydraulic flow is low at operating temperature,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0521,7.24,1.03,15155.53,11959.77,27115.3,Completed
MR-00834,SR-00834,EQ-0118,Wheel Loader,35T Class Dozer,SITE-05,2024-05-15,Condition-Based,Critical,6967,Arm Cylinder,Internal pump leakage,arm movement slow after hydraulic oil warms,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0874,14.37,10.76,55498.79,13883.17,69381.96,Closed
MR-00835,SR-00835,EQ-0221,Crawler Dozer,20T Class Excavator,SITE-05,2024-05-15,Condition-Based,Medium,1915,Hydraulic Filter,Cooler restriction,bucket cylinder leaking externally,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0102,13.09,3.14,2083.94,819.46,2903.4,Completed - Monitor
MR-00836,SR-00836,EQ-0199,Motor Grader,25T Class Dozer,SITE-02,2024-05-15,Preventive,Medium,3022,Hydraulic Oil,Accumulator pressure loss,travel function loses power on incline,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0220,14.09,0.39,29267.42,5512.83,34780.25,Completed - Monitor
MR-00837,SR-00837,EQ-0152,Motor Grader,35T Class Dozer,SITE-06,2024-05-15,Condition-Based,Critical,2670,Hydraulic Pump,Accumulator pressure loss,hydraulic flow is low at operating temperature,high oil temperature,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0832,4.13,10.28,54495.33,10010.36,64505.69,Completed
MR-00838,SR-00838,EQ-0181,Hydraulic Excavator,45T Class Excavator,SITE-07,2024-05-15,Inspection,Critical,6160,Hydraulic Line,Cylinder seal wear,travel function loses power on incline,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0683,1.79,7.46,50997.43,11397.32,62394.75,Follow-up Required
MR-00839,SR-00839,EQ-0124,Motor Grader,20T Class Excavator,SITE-07,2024-05-15,Corrective,Low,14979,Hydraulic Pump,Cooler restriction,bucket cylinder leaking externally,high oil temperature,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0512,10.92,11.44,31477.82,4981.43,36459.25,Follow-up Required
MR-00840,SR-00840,EQ-0164,Crawler Dozer,45T Class Excavator,SITE-08,2024-05-15,Inspection,High,11336,Hydraulic Oil,Line restriction,bucket cylinder leaking externally,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0231,10.42,6.52,31915.0,7379.66,39294.66,Closed
MR-00841,SR-00841,EQ-0151,Crawler Dozer,20T Class Excavator,SITE-01,2024-05-15,Preventive,High,7125,Accumulator,Cylinder seal wear,travel function loses power on incline,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,TECH-0622,10.82,8.61,54889.14,13845.86,68735.0,Completed - Monitor
MR-00842,SR-00842,EQ-0166,Wheel Loader,35T Class Dozer,SITE-08,2024-05-15,Preventive,High,7168,Main Control Valve,Cylinder seal wear,travel function loses power on incline,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0500,14.65,10.99,62496.53,4602.69,67099.22,Follow-up Required
MR-00843,SR-00843,EQ-0216,Crawler Dozer,25T Class Dozer,SITE-01,2024-05-15,Inspection,Critical,14586,Travel Motor,Cooler restriction,pump noise increases during operation,blocked cooler core,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0229,8.67,3.29,64525.71,6610.33,71136.04,Completed
MR-00844,SR-00844,EQ-0224,Wheel Loader,35T Class Dozer,SITE-05,2024-05-15,Inspection,Medium,5418,Boom Cylinder,Pilot pressure drop,travel function loses power on incline,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0321,4.07,11.49,10339.55,3556.15,13895.7,Closed
MR-00845,SR-00845,EQ-0164,Hydraulic Excavator,30T Class Excavator,SITE-05,2024-05-15,Condition-Based,Critical,6716,Accumulator,Pilot pressure drop,bucket cylinder leaking externally,blocked cooler core,replaced damaged hose and pressure-tested circuit,Pump seal kit,TECH-0884,14.39,9.52,53187.44,10575.57,63763.01,Follow-up Required
MR-00846,SR-00846,EQ-0146,Crawler Dozer,20T Class Excavator,SITE-02,2024-05-15,Corrective,Critical,10708,Oil Cooler,Valve spool binding,travel function loses power on incline,high oil temperature,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0136,14.44,8.53,31995.39,1793.21,33788.6,Completed - Monitor
MR-00847,SR-00847,EQ-0236,Hydraulic Excavator,45T Class Excavator,SITE-04,2024-05-15,Corrective,Medium,10748,Bucket Cylinder,Cooler restriction,bucket cylinder leaking externally,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0644,2.85,7.78,13756.31,7553.82,21310.13,Closed
MR-00848,SR-00848,EQ-0240,Hydraulic Excavator,30T Class Excavator,SITE-01,2024-05-15,Inspection,Critical,7980,Bucket Cylinder,Pilot pressure drop,bucket cylinder leaking externally,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0505,9.64,5.79,16657.76,13490.88,30148.64,Closed
MR-00849,SR-00849,EQ-0216,Motor Grader,20T Class Excavator,SITE-06,2024-05-15,Condition-Based,High,10142,Accumulator,Valve spool binding,travel function loses power on incline,high oil temperature,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0537,2.11,9.47,50378.78,11678.27,62057.05,Closed
MR-00850,SR-00850,EQ-0182,Wheel Loader,45T Class Excavator,SITE-08,2024-05-15,Inspection,Critical,6030,Accumulator,Internal pump leakage,pump noise increases during operation,air entering suction line,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0879,4.32,0.35,15344.1,10098.99,25443.09,Closed
MR-00851,SR-00851,EQ-0167,Wheel Loader,35T Class Dozer,SITE-05,2024-05-15,Inspection,High,12046,Pilot System,Air ingress,bucket cylinder leaking externally,blocked cooler core,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0300,3.99,9.97,35081.25,4477.88,39559.13,Closed
MR-00852,SR-00852,EQ-0168,Wheel Loader,30T Class Excavator,SITE-06,2024-05-15,Inspection,Critical,2408,Bucket Cylinder,Cooler restriction,bucket cylinder leaking externally,blocked cooler core,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0653,11.09,4.85,3724.02,2558.03,6282.05,Completed
MR-00853,SR-00853,EQ-0140,Crawler Dozer,35T Class Dozer,SITE-08,2024-05-15,Preventive,Medium,6023,Accumulator,Valve spool binding,hydraulic flow is low at operating temperature,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,TECH-0162,5.83,4.19,49230.25,1564.27,50794.52,Closed
MR-00854,SR-00854,EQ-0236,Motor Grader,45T Class Excavator,SITE-07,2024-05-15,Corrective,Critical,11511,Bucket Cylinder,Accumulator pressure loss,bucket cylinder leaking externally,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0652,10.74,5.14,54129.56,13386.76,67516.32,Completed - Monitor
MR-00855,SR-00855,EQ-0124,Backhoe Loader,25T Class Dozer,SITE-05,2024-05-15,Corrective,Low,6316,Bucket Cylinder,Accumulator pressure loss,bucket cylinder leaking externally,high oil temperature,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0276,3.76,4.69,48532.45,12637.84,61170.29,Completed
MR-00856,SR-00856,EQ-0106,Crawler Dozer,20T Class Excavator,SITE-01,2024-05-15,Preventive,Low,5377,Hydraulic Filter,Air ingress,pump noise increases during operation,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0694,3.27,11.04,2041.73,8371.57,10413.3,Follow-up Required
MR-00857,SR-00857,EQ-0123,Hydraulic Excavator,25T Class Dozer,SITE-02,2024-05-15,Corrective,Medium,16193,Swing Motor,Cooler restriction,arm movement slow after hydraulic oil warms,blocked cooler core,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0866,11.92,11.88,48746.4,11528.97,60275.37,Follow-up Required
MR-00858,SR-00858,EQ-0123,Crawler Dozer,35T Class Dozer,SITE-08,2024-05-15,Inspection,Medium,13781,Travel Motor,Line restriction,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0900,10.08,9.76,49416.92,8178.68,57595.6,Completed - Monitor
MR-00859,SR-00859,EQ-0201,Crawler Dozer,35T Class Dozer,SITE-06,2024-05-15,Inspection,Medium,15805,Hydraulic Oil,Oil contamination,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0852,9.65,3.16,41876.09,6985.85,48861.94,Follow-up Required
MR-00860,SR-00860,EQ-0188,Backhoe Loader,45T Class Excavator,SITE-03,2024-05-15,Preventive,High,17842,Accumulator,Valve spool binding,bucket cylinder leaking externally,high oil temperature,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0438,7.13,9.62,33859.1,4551.64,38410.74,Closed
MR-00861,SR-00861,EQ-0215,Backhoe Loader,45T Class Excavator,SITE-07,2024-05-15,Condition-Based,Medium,10953,Hydraulic Filter,Line restriction,pump noise increases during operation,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0189,15.96,5.99,64122.95,10946.15,75069.1,Completed - Monitor
MR-00862,SR-00862,EQ-0209,Backhoe Loader,45T Class Excavator,SITE-06,2024-05-15,Inspection,Critical,7194,Oil Cooler,Line restriction,arm movement slow after hydraulic oil warms,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0666,6.13,3.64,37648.63,14338.31,51986.94,Closed
MR-00863,SR-00863,EQ-0115,Motor Grader,25T Class Dozer,SITE-02,2024-05-15,Preventive,High,2362,Accumulator,Filter blockage,hydraulic oil temperature rises during continuous operation,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0209,4.57,10.94,26440.35,5653.42,32093.77,Closed
MR-00864,SR-00864,EQ-0140,Wheel Loader,25T Class Dozer,SITE-01,2024-05-15,Preventive,High,16814,Accumulator,Air ingress,travel function loses power on incline,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0551,5.53,11.18,27654.54,9647.65,37302.19,Follow-up Required
MR-00865,SR-00865,EQ-0121,Motor Grader,25T Class Dozer,SITE-05,2024-05-15,Preventive,Medium,6610,Hydraulic Line,Filter blockage,arm movement slow after hydraulic oil warms,air entering suction line,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0132,4.72,9.41,58744.89,6776.93,65521.82,Completed - Monitor
MR-00866,SR-00866,EQ-0109,Wheel Loader,45T Class Excavator,SITE-01,2024-05-15,Corrective,Low,5315,Bucket Cylinder,Filter blockage,hydraulic flow is low at operating temperature,air entering suction line,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0208,9.38,3.79,57155.42,8989.21,66144.63,Completed
MR-00867,SR-00867,EQ-0166,Motor Grader,25T Class Dozer,SITE-02,2024-05-15,Inspection,Critical,3857,Hydraulic Oil,Filter blockage,pump noise increases during operation,air entering suction line,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0816,3.25,0.67,26294.93,3350.07,29645.0,Completed
MR-00868,SR-00868,EQ-0225,Backhoe Loader,35T Class Dozer,SITE-01,2024-05-15,Preventive,Medium,11415,Arm Cylinder,Line restriction,hydraulic oil temperature rises during continuous operation,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0890,1.34,4.14,3813.31,11931.59,15744.9,Completed - Monitor
MR-00869,SR-00869,EQ-0232,Wheel Loader,30T Class Excavator,SITE-08,2024-05-15,Preventive,Critical,3646,Bucket Cylinder,Cylinder seal wear,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0416,15.62,7.92,42135.87,14805.45,56941.32,Completed - Monitor
MR-00870,SR-00870,EQ-0167,Motor Grader,20T Class Excavator,SITE-07,2024-05-15,Corrective,High,2816,Swing Motor,Pilot pressure drop,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0540,13.69,10.55,7933.83,2528.4,10462.23,Completed
MR-00871,SR-00871,EQ-0181,Crawler Dozer,25T Class Dozer,SITE-06,2024-05-15,Condition-Based,Critical,1670,Accumulator,Pilot pressure drop,bucket cylinder leaking externally,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0805,13.59,10.28,20955.37,1519.41,22474.78,Follow-up Required
MR-00872,SR-00872,EQ-0120,Hydraulic Excavator,35T Class Dozer,SITE-01,2024-05-15,Condition-Based,Medium,9998,Hydraulic Line,Cylinder seal wear,arm movement slow after hydraulic oil warms,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0235,11.0,0.5,14360.56,4931.72,19292.28,Completed
MR-00873,SR-00873,EQ-0220,Motor Grader,30T Class Excavator,SITE-06,2024-05-15,Preventive,Critical,13591,Pilot System,Valve spool binding,travel function loses power on incline,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0884,5.76,2.23,29924.72,8575.48,38500.2,Completed - Monitor
MR-00874,SR-00874,EQ-0121,Crawler Dozer,45T Class Excavator,SITE-06,2024-05-15,Preventive,Low,9906,Hydraulic Line,Cooler restriction,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0405,9.57,4.78,60453.32,839.9,61293.22,Follow-up Required
MR-00875,SR-00875,EQ-0220,Wheel Loader,30T Class Excavator,SITE-05,2024-05-15,Condition-Based,Critical,7431,Travel Motor,Air ingress,hydraulic flow is low at operating temperature,blocked cooler core,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0930,4.53,9.86,60060.94,5827.39,65888.33,Completed
MR-00876,SR-00876,EQ-0105,Hydraulic Excavator,45T Class Excavator,SITE-02,2024-05-15,Inspection,Critical,12332,Bucket Cylinder,Internal pump leakage,bucket cylinder leaking externally,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0503,13.71,2.98,60336.77,1579.61,61916.38,Follow-up Required
MR-00877,SR-00877,EQ-0157,Crawler Dozer,30T Class Excavator,SITE-05,2024-05-15,Preventive,High,16437,Hydraulic Line,Filter blockage,travel function loses power on incline,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0574,3.44,4.29,42673.17,11299.32,53972.49,Completed - Monitor
MR-00878,SR-00878,EQ-0154,Hydraulic Excavator,30T Class Excavator,SITE-08,2024-05-15,Inspection,Critical,15486,Oil Cooler,Cylinder seal wear,arm movement slow after hydraulic oil warms,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Hydraulic oil,TECH-0541,7.48,11.6,18974.87,12446.45,31421.32,Follow-up Required
MR-00879,SR-00879,EQ-0144,Crawler Dozer,20T Class Excavator,SITE-04,2024-05-15,Condition-Based,Medium,9627,Accumulator,Internal pump leakage,hydraulic oil temperature rises during continuous operation,air entering suction line,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0235,15.98,8.81,64979.33,8691.12,73670.45,Follow-up Required
MR-00880,SR-00880,EQ-0215,Hydraulic Excavator,25T Class Dozer,SITE-03,2024-05-15,Condition-Based,Critical,6877,Arm Cylinder,Accumulator pressure loss,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0507,5.54,8.94,62604.59,10288.47,72893.06,Completed
MR-00881,SR-00881,EQ-0168,Motor Grader,30T Class Excavator,SITE-06,2024-05-15,Preventive,Medium,2468,Hydraulic Pump,Air ingress,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0948,9.79,9.94,55379.0,5306.18,60685.18,Completed
MR-00882,SR-00882,EQ-0125,Crawler Dozer,20T Class Excavator,SITE-08,2024-05-15,Preventive,Medium,4094,Travel Motor,Air ingress,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0931,2.04,9.49,20166.0,12419.41,32585.41,Completed
